capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage
9/2/2024,15-38-31,Czechia,6142,14805,41.49
9/2/2024,15-38-31,Denmark,9632,9870,97.59
9/2/2024,15-38-31,Estonia,2276,4935,46.12
9/2/2024,15-38-31,Finland,12156,9870,123.16
9/2/2024,15-38-31,France,34827,55695,62.53
9/2/2024,15-38-31,Germany,76310,67680,112.75
9/2/2024,15-38-31,Greece,3199,14805,21.61
9/2/2024,15-38-31,Hungary,7696,14805,51.98
9/2/2024,15-38-31,Ireland,6114,9165,66.71
9/2/2024,15-38-31,Italy,15515,53580,28.96
9/2/2024,15-38-31,Latvia,1975,5640,35.02
9/2/2024,15-38-31,Lithuania,3743,7755,48.27
9/2/2024,15-38-31,Luxembourg,640,4230,15.13
9/2/2024,15-38-31,Malta,412,4230,9.74
9/2/2024,15-38-31,Netherlands,19675,20445,96.23
9/2/2024,15-38-31,Poland,44907,36660,122.5
9/2/2024,15-38-31,Portugal,6135,14805,41.44
9/2/2024,15-38-31,Romania,9847,23265,42.33
9/2/2024,15-38-31,Slovakia,3566,9870,36.13
9/2/2024,15-38-31,Slovenia,1902,5640,33.72
9/2/2024,15-38-31,Spain,24412,41595,58.69
9/2/2024,15-38-31,Sweden,16068,14805,108.53
9/2/2024,15-38-31,Total number of signatories,331548,,
8/30/2024,20-53-35,Austria,8001,13395,59.73
8/30/2024,20-53-35,Belgium,9059,14805,61.19
8/30/2024,20-53-35,Bulgaria,3524,11985,29.4
8/30/2024,20-53-35,Croatia,3174,8460,37.52
8/30/2024,20-53-35,Cyprus,408,4230,9.65
8/30/2024,20-53-35,Czechia,6104,14805,41.23
8/30/2024,20-53-35,Denmark,9549,9870,96.75
8/30/2024,20-53-35,Estonia,2261,4935,45.82
8/30/2024,20-53-35,Finland,12062,9870,122.21
8/30/2024,20-53-35,France,34385,55695,61.74
8/30/2024,20-53-35,Germany,75529,67680,111.6
8/30/2024,20-53-35,Greece,3152,14805,21.29
8/30/2024,20-53-35,Hungary,7465,14805,50.42
8/30/2024,20-53-35,Ireland,6040,9165,65.9
8/30/2024,20-53-35,Italy,15050,53580,28.09
8/30/2024,20-53-35,Latvia,1964,5640,34.82
8/30/2024,20-53-35,Lithuania,3708,7755,47.81
8/30/2024,20-53-35,Luxembourg,618,4230,14.61
8/30/2024,20-53-35,Malta,409,4230,9.67
8/30/2024,20-53-35,Netherlands,19494,20445,95.35
8/30/2024,20-53-35,Poland,44669,36660,121.85
8/30/2024,20-53-35,Portugal,6071,14805,41.01
8/30/2024,20-53-35,Romania,9769,23265,41.99
8/30/2024,20-53-35,Slovakia,3539,9870,35.86
8/30/2024,20-53-35,Slovenia,1886,5640,33.44
8/30/2024,20-53-35,Spain,23887,41595,57.43
8/30/2024,20-53-35,Sweden,15961,14805,107.81
8/30/2024,20-53-35,Total number of signatories,327738,,
9/4/2024,15-02-46,Austria,8169,13395,60.99
9/4/2024,15-02-46,Belgium,9510,14805,64.24
9/4/2024,15-02-46,Bulgaria,3600,11985,30.04
9/4/2024,15-02-46,Croatia,3233,8460,38.22
9/4/2024,15-02-46,Cyprus,416,4230,9.83
9/4/2024,15-02-46,Czechia,6184,14805,41.77
9/4/2024,15-02-46,Denmark,9731,9870,98.59
9/4/2024,15-02-46,Estonia,2300,4935,46.61
9/4/2024,15-02-46,Finland,12213,9870,123.74
9/4/2024,15-02-46,France,35256,55695,63.3
9/4/2024,15-02-46,Germany,76825,67680,113.51
9/4/2024,15-02-46,Greece,3246,14805,21.93
9/4/2024,15-02-46,Hungary,7785,14805,52.58
9/4/2024,15-02-46,Ireland,6199,9165,67.64
9/4/2024,15-02-46,Italy,16475,53580,30.75
9/4/2024,15-02-46,Latvia,2007,5640,35.59
9/4/2024,15-02-46,Lithuania,3825,7755,49.32
9/4/2024,15-02-46,Luxembourg,652,4230,15.41
9/4/2024,15-02-46,Malta,413,4230,9.76
9/4/2024,15-02-46,Netherlands,20024,20445,97.94
9/4/2024,15-02-46,Poland,45098,36660,123.02
9/4/2024,15-02-46,Portugal,6280,14805,42.42
9/4/2024,15-02-46,Romania,9921,23265,42.64
9/4/2024,15-02-46,Slovakia,3653,9870,37.01
9/4/2024,15-02-46,Slovenia,1918,5640,34.01
9/4/2024,15-02-46,Spain,24710,41595,59.41
9/4/2024,15-02-46,Sweden,16165,14805,109.19
9/4/2024,15-02-46,Total number of signatories,335808,,
9/3/2024,16-29-22,Austria,8118,13395,60.6
9/3/2024,16-29-22,Belgium,9162,14805,61.88
9/3/2024,16-29-22,Bulgaria,3579,11985,29.86
9/3/2024,16-29-22,Croatia,3210,8460,37.94
9/3/2024,16-29-22,Cyprus,414,4230,9.79
9/3/2024,16-29-22,Czechia,6150,14805,41.54
9/3/2024,16-29-22,Denmark,9652,9870,97.79
9/3/2024,16-29-22,Estonia,2281,4935,46.22
9/3/2024,16-29-22,Finland,12183,9870,123.43
9/3/2024,16-29-22,France,34969,55695,62.79
9/3/2024,16-29-22,Germany,76546,67680,113.1
9/3/2024,16-29-22,Greece,3213,14805,21.7
9/3/2024,16-29-22,Hungary,7734,14805,52.24
9/3/2024,16-29-22,Ireland,6138,9165,66.97
9/3/2024,16-29-22,Italy,15959,53580,29.79
9/3/2024,16-29-22,Latvia,1987,5640,35.23
9/3/2024,16-29-22,Lithuania,3749,7755,48.34
9/3/2024,16-29-22,Luxembourg,646,4230,15.27
9/3/2024,16-29-22,Malta,412,4230,9.74
9/3/2024,16-29-22,Netherlands,19768,20445,96.69
9/3/2024,16-29-22,Poland,44987,36660,122.71
9/3/2024,16-29-22,Portugal,6167,14805,41.65
9/3/2024,16-29-22,Romania,9877,23265,42.45
9/3/2024,16-29-22,Slovakia,3573,9870,36.2
9/3/2024,16-29-22,Slovenia,1903,5640,33.74
9/3/2024,16-29-22,Spain,24530,41595,58.97
9/3/2024,16-29-22,Sweden,16090,14805,108.68
9/3/2024,16-29-22,Total number of signatories,332997,,
9/8/2024,10-37-23,Austria,8362,13395,62.43
9/8/2024,10-37-23,Belgium,9886,14805,66.77
9/8/2024,10-37-23,Bulgaria,3696,11985,30.84
9/8/2024,10-37-23,Croatia,3330,8460,39.36
9/8/2024,10-37-23,Cyprus,426,4230,10.07
9/8/2024,10-37-23,Czechia,6282,14805,42.43
9/8/2024,10-37-23,Denmark,10286,9870,104.21
9/8/2024,10-37-23,Estonia,2332,4935,47.25
9/8/2024,10-37-23,Finland,12340,9870,125.03
9/8/2024,10-37-23,France,35936,55695,64.52
9/8/2024,10-37-23,Germany,78311,67680,115.71
9/8/2024,10-37-23,Greece,3409,14805,23.03
9/8/2024,10-37-23,Hungary,7937,14805,53.61
9/8/2024,10-37-23,Ireland,6400,9165,69.83
9/8/2024,10-37-23,Italy,17111,53580,31.94
9/8/2024,10-37-23,Latvia,2055,5640,36.44
9/8/2024,10-37-23,Lithuania,4105,7755,52.93
9/8/2024,10-37-23,Luxembourg,677,4230,16
9/8/2024,10-37-23,Malta,420,4230,9.93
9/8/2024,10-37-23,Netherlands,20926,20445,102.35
9/8/2024,10-37-23,Poland,45907,36660,125.22
9/8/2024,10-37-23,Portugal,6485,14805,43.8
9/8/2024,10-37-23,Romania,10051,23265,43.2
9/8/2024,10-37-23,Slovakia,3778,9870,38.28
9/8/2024,10-37-23,Slovenia,1947,5640,34.52
9/8/2024,10-37-23,Spain,25225,41595,60.64
9/8/2024,10-37-23,Sweden,16395,14805,110.74
9/8/2024,10-37-23,Total number of signatories,344015,,
9/10/2024,18-47-21,Austria,8420,13395,62.86
9/10/2024,18-47-21,Belgium,10434,14805,70.48
9/10/2024,18-47-21,Bulgaria,3764,11985,31.41
9/10/2024,18-47-21,Croatia,3509,8460,41.48
9/10/2024,18-47-21,Cyprus,432,4230,10.21
9/10/2024,18-47-21,Czechia,6333,14805,42.78
9/10/2024,18-47-21,Denmark,10371,9870,105.08
9/10/2024,18-47-21,Estonia,2359,4935,47.8
9/10/2024,18-47-21,Finland,12408,9870,125.71
9/10/2024,18-47-21,France,36223,55695,65.04
9/10/2024,18-47-21,Germany,78909,67680,116.59
9/10/2024,18-47-21,Greece,3470,14805,23.44
9/10/2024,18-47-21,Hungary,7980,14805,53.9
9/10/2024,18-47-21,Ireland,6443,9165,70.3
9/10/2024,18-47-21,Italy,17369,53580,32.42
9/10/2024,18-47-21,Latvia,2120,5640,37.59
9/10/2024,18-47-21,Lithuania,4232,7755,54.57
9/10/2024,18-47-21,Luxembourg,681,4230,16.1
9/10/2024,18-47-21,Malta,420,4230,9.93
9/10/2024,18-47-21,Netherlands,22036,20445,107.78
9/10/2024,18-47-21,Poland,46121,36660,125.81
9/10/2024,18-47-21,Portugal,6613,14805,44.67
9/10/2024,18-47-21,Romania,10115,23265,43.48
9/10/2024,18-47-21,Slovakia,3824,9870,38.74
9/10/2024,18-47-21,Slovenia,1967,5640,34.88
9/10/2024,18-47-21,Spain,25450,41595,61.19
9/10/2024,18-47-21,Sweden,16499,14805,111.44
9/10/2024,18-47-21,Total number of signatories,348502,,
9/5/2024,14-06-41,Austria,8205,13395,61.25
9/5/2024,14-06-41,Belgium,9626,14805,65.02
9/5/2024,14-06-41,Bulgaria,3613,11985,30.15
9/5/2024,14-06-41,Croatia,3246,8460,38.37
9/5/2024,14-06-41,Cyprus,417,4230,9.86
9/5/2024,14-06-41,Czechia,6225,14805,42.05
9/5/2024,14-06-41,Denmark,9785,9870,99.14
9/5/2024,14-06-41,Estonia,2312,4935,46.85
9/5/2024,14-06-41,Finland,12234,9870,123.95
9/5/2024,14-06-41,France,35414,55695,63.59
9/5/2024,14-06-41,Germany,77042,67680,113.83
9/5/2024,14-06-41,Greece,3264,14805,22.05
9/5/2024,14-06-41,Hungary,7811,14805,52.76
9/5/2024,14-06-41,Ireland,6214,9165,67.8
9/5/2024,14-06-41,Italy,16644,53580,31.06
9/5/2024,14-06-41,Latvia,2015,5640,35.73
9/5/2024,14-06-41,Lithuania,3939,7755,50.79
9/5/2024,14-06-41,Luxembourg,665,4230,15.72
9/5/2024,14-06-41,Malta,415,4230,9.81
9/5/2024,14-06-41,Netherlands,20089,20445,98.26
9/5/2024,14-06-41,Poland,45178,36660,123.24
9/5/2024,14-06-41,Portugal,6352,14805,42.9
9/5/2024,14-06-41,Romania,9945,23265,42.75
9/5/2024,14-06-41,Slovakia,3684,9870,37.33
9/5/2024,14-06-41,Slovenia,1920,5640,34.04
9/5/2024,14-06-41,Spain,24791,41595,59.6
9/5/2024,14-06-41,Sweden,16196,14805,109.4
9/5/2024,14-06-41,Total number of signatories,337241,,
9/9/2024,14-17-10,Austria,8399,13395,62.7
9/9/2024,14-17-10,Belgium,9968,14805,67.33
9/9/2024,14-17-10,Bulgaria,3753,11985,31.31
9/9/2024,14-17-10,Croatia,3466,8460,40.97
9/9/2024,14-17-10,Cyprus,429,4230,10.14
9/9/2024,14-17-10,Czechia,6314,14805,42.65
9/9/2024,14-17-10,Denmark,10336,9870,104.72
9/9/2024,14-17-10,Estonia,2351,4935,47.64
9/9/2024,14-17-10,Finland,12378,9870,125.41
9/9/2024,14-17-10,France,36123,55695,64.86
9/9/2024,14-17-10,Germany,78684,67680,116.26
9/9/2024,14-17-10,Greece,3452,14805,23.32
9/9/2024,14-17-10,Hungary,7965,14805,53.8
9/9/2024,14-17-10,Ireland,6433,9165,70.19
9/9/2024,14-17-10,Italy,17270,53580,32.23
9/9/2024,14-17-10,Latvia,2100,5640,37.23
9/9/2024,14-17-10,Lithuania,4206,7755,54.24
9/9/2024,14-17-10,Luxembourg,678,4230,16.03
9/9/2024,14-17-10,Malta,420,4230,9.93
9/9/2024,14-17-10,Netherlands,21021,20445,102.82
9/9/2024,14-17-10,Poland,46023,36660,125.54
9/9/2024,14-17-10,Portugal,6599,14805,44.57
9/9/2024,14-17-10,Romania,10085,23265,43.35
9/9/2024,14-17-10,Slovakia,3809,9870,38.59
9/9/2024,14-17-10,Slovenia,1963,5640,34.8
9/9/2024,14-17-10,Spain,25354,41595,60.95
9/9/2024,14-17-10,Sweden,16458,14805,111.17
9/9/2024,14-17-10,Total number of signatories,346037,,
9/11/2024,10-50-57,Austria,8447,13395,63.06
9/11/2024,10-50-57,Belgium,10549,14805,71.25
9/11/2024,10-50-57,Bulgaria,3769,11985,31.45
9/11/2024,10-50-57,Croatia,3515,8460,41.55
9/11/2024,10-50-57,Cyprus,432,4230,10.21
9/11/2024,10-50-57,Czechia,6341,14805,42.83
9/11/2024,10-50-57,Denmark,10395,9870,105.32
9/11/2024,10-50-57,Estonia,2364,4935,47.9
9/11/2024,10-50-57,Finland,12426,9870,125.9
9/11/2024,10-50-57,France,36415,55695,65.38
9/11/2024,10-50-57,Germany,79314,67680,117.19
9/11/2024,10-50-57,Greece,3477,14805,23.49
9/11/2024,10-50-57,Hungary,8003,14805,54.06
9/11/2024,10-50-57,Ireland,6452,9165,70.4
9/11/2024,10-50-57,Italy,17416,53580,32.5
9/11/2024,10-50-57,Latvia,2125,5640,37.68
9/11/2024,10-50-57,Lithuania,4235,7755,54.61
9/11/2024,10-50-57,Luxembourg,683,4230,16.15
9/11/2024,10-50-57,Malta,420,4230,9.93
9/11/2024,10-50-57,Netherlands,22210,20445,108.63
9/11/2024,10-50-57,Poland,46229,36660,126.1
9/11/2024,10-50-57,Portugal,6627,14805,44.76
9/11/2024,10-50-57,Romania,10133,23265,43.55
9/11/2024,10-50-57,Slovakia,3830,9870,38.8
9/11/2024,10-50-57,Slovenia,1968,5640,34.89
9/11/2024,10-50-57,Spain,25654,41595,61.68
9/11/2024,10-50-57,Sweden,16519,14805,111.58
9/11/2024,10-50-57,Total number of signatories,349948,,
9/10/2024,22-54-42,Austria,8420,13395,62.86
9/10/2024,22-54-42,Belgium,10434,14805,70.48
9/10/2024,22-54-42,Bulgaria,3764,11985,31.41
9/10/2024,22-54-42,Croatia,3509,8460,41.48
9/10/2024,22-54-42,Cyprus,432,4230,10.21
9/10/2024,22-54-42,Czechia,6333,14805,42.78
9/10/2024,22-54-42,Denmark,10371,9870,105.08
9/10/2024,22-54-42,Estonia,2359,4935,47.8
9/10/2024,22-54-42,Finland,12408,9870,125.71
9/10/2024,22-54-42,France,36223,55695,65.04
9/10/2024,22-54-42,Germany,78909,67680,116.59
9/10/2024,22-54-42,Greece,3470,14805,23.44
9/10/2024,22-54-42,Hungary,7980,14805,53.9
9/10/2024,22-54-42,Ireland,6443,9165,70.3
9/10/2024,22-54-42,Italy,17369,53580,32.42
9/10/2024,22-54-42,Latvia,2120,5640,37.59
9/10/2024,22-54-42,Lithuania,4232,7755,54.57
9/10/2024,22-54-42,Luxembourg,681,4230,16.1
9/10/2024,22-54-42,Malta,420,4230,9.93
9/10/2024,22-54-42,Netherlands,22036,20445,107.78
9/10/2024,22-54-42,Poland,46121,36660,125.81
9/10/2024,22-54-42,Portugal,6613,14805,44.67
9/10/2024,22-54-42,Romania,10115,23265,43.48
9/10/2024,22-54-42,Slovakia,3824,9870,38.74
9/10/2024,22-54-42,Slovenia,1967,5640,34.88
9/10/2024,22-54-42,Spain,25450,41595,61.19
9/10/2024,22-54-42,Sweden,16499,14805,111.44
9/10/2024,22-54-42,Total number of signatories,348502,,
9/11/2024,14-50-53,Austria,8447,13395,63.06
9/11/2024,14-50-53,Belgium,10549,14805,71.25
9/11/2024,14-50-53,Bulgaria,3769,11985,31.45
9/11/2024,14-50-53,Croatia,3515,8460,41.55
9/11/2024,14-50-53,Cyprus,432,4230,10.21
9/11/2024,14-50-53,Czechia,6341,14805,42.83
9/11/2024,14-50-53,Denmark,10395,9870,105.32
9/11/2024,14-50-53,Estonia,2364,4935,47.9
9/11/2024,14-50-53,Finland,12426,9870,125.9
9/11/2024,14-50-53,France,36415,55695,65.38
9/11/2024,14-50-53,Germany,79314,67680,117.19
9/11/2024,14-50-53,Greece,3477,14805,23.49
9/11/2024,14-50-53,Hungary,8003,14805,54.06
9/11/2024,14-50-53,Ireland,6452,9165,70.4
9/11/2024,14-50-53,Italy,17416,53580,32.5
9/11/2024,14-50-53,Latvia,2125,5640,37.68
9/11/2024,14-50-53,Lithuania,4235,7755,54.61
9/11/2024,14-50-53,Luxembourg,683,4230,16.15
9/11/2024,14-50-53,Malta,420,4230,9.93
9/11/2024,14-50-53,Netherlands,22210,20445,108.63
9/11/2024,14-50-53,Poland,46229,36660,126.1
9/11/2024,14-50-53,Portugal,6627,14805,44.76
9/11/2024,14-50-53,Romania,10133,23265,43.55
9/11/2024,14-50-53,Slovakia,3830,9870,38.8
9/11/2024,14-50-53,Slovenia,1968,5640,34.89
9/11/2024,14-50-53,Spain,25654,41595,61.68
9/11/2024,14-50-53,Sweden,16519,14805,111.58
9/11/2024,14-50-53,Total number of signatories,349948,,
9/11/2024,01-53-53,Austria,8447,13395,63.06
9/11/2024,01-53-53,Belgium,10549,14805,71.25
9/11/2024,01-53-53,Bulgaria,3769,11985,31.45
9/11/2024,01-53-53,Croatia,3515,8460,41.55
9/11/2024,01-53-53,Cyprus,432,4230,10.21
9/11/2024,01-53-53,Czechia,6341,14805,42.83
9/11/2024,01-53-53,Denmark,10395,9870,105.32
9/11/2024,01-53-53,Estonia,2364,4935,47.9
9/11/2024,01-53-53,Finland,12426,9870,125.9
9/11/2024,01-53-53,France,36415,55695,65.38
9/11/2024,01-53-53,Germany,79314,67680,117.19
9/11/2024,01-53-53,Greece,3477,14805,23.49
9/11/2024,01-53-53,Hungary,8003,14805,54.06
9/11/2024,01-53-53,Ireland,6452,9165,70.4
9/11/2024,01-53-53,Italy,17416,53580,32.5
9/11/2024,01-53-53,Latvia,2125,5640,37.68
9/11/2024,01-53-53,Lithuania,4235,7755,54.61
9/11/2024,01-53-53,Luxembourg,683,4230,16.15
9/11/2024,01-53-53,Malta,420,4230,9.93
9/11/2024,01-53-53,Netherlands,22210,20445,108.63
9/11/2024,01-53-53,Poland,46229,36660,126.1
9/11/2024,01-53-53,Portugal,6627,14805,44.76
9/11/2024,01-53-53,Romania,10133,23265,43.55
9/11/2024,01-53-53,Slovakia,3830,9870,38.8
9/11/2024,01-53-53,Slovenia,1968,5640,34.89
9/11/2024,01-53-53,Spain,25654,41595,61.68
9/11/2024,01-53-53,Sweden,16519,14805,111.58
9/11/2024,01-53-53,Total number of signatories,349948,,
9/13/2024,23-43-48,Austria,8556,13395,63.87
9/13/2024,23-43-48,Belgium,10697,14805,72.25
9/13/2024,23-43-48,Bulgaria,3784,11985,31.57
9/13/2024,23-43-48,Croatia,3533,8460,41.76
9/13/2024,23-43-48,Cyprus,435,4230,10.28
9/13/2024,23-43-48,Czechia,6365,14805,42.99
9/13/2024,23-43-48,Denmark,10425,9870,105.62
9/13/2024,23-43-48,Estonia,2372,4935,48.06
9/13/2024,23-43-48,Finland,12478,9870,126.42
9/13/2024,23-43-48,France,37026,55695,66.48
9/13/2024,23-43-48,Germany,80487,67680,118.92
9/13/2024,23-43-48,Greece,3508,14805,23.69
9/13/2024,23-43-48,Hungary,8057,14805,54.42
9/13/2024,23-43-48,Ireland,6490,9165,70.81
9/13/2024,23-43-48,Italy,17526,53580,32.71
9/13/2024,23-43-48,Latvia,2132,5640,37.8
9/13/2024,23-43-48,Lithuania,4251,7755,54.82
9/13/2024,23-43-48,Luxembourg,689,4230,16.29
9/13/2024,23-43-48,Malta,422,4230,9.98
9/13/2024,23-43-48,Netherlands,22490,20445,110
9/13/2024,23-43-48,Poland,46694,36660,127.37
9/13/2024,23-43-48,Portugal,6675,14805,45.09
9/13/2024,23-43-48,Romania,10223,23265,43.94
9/13/2024,23-43-48,Slovakia,3850,9870,39.01
9/13/2024,23-43-48,Slovenia,1987,5640,35.23
9/13/2024,23-43-48,Spain,25878,41595,62.21
9/13/2024,23-43-48,Sweden,16552,14805,111.8
9/13/2024,23-43-48,Total number of signatories,353582,,
9/14/2024,14-37-41,Austria,8572,13395,63.99
9/14/2024,14-37-41,Belgium,10722,14805,72.42
9/14/2024,14-37-41,Bulgaria,3791,11985,31.63
9/14/2024,14-37-41,Croatia,3541,8460,41.86
9/14/2024,14-37-41,Cyprus,435,4230,10.28
9/14/2024,14-37-41,Czechia,6376,14805,43.07
9/14/2024,14-37-41,Denmark,10437,9870,105.74
9/14/2024,14-37-41,Estonia,2375,4935,48.13
9/14/2024,14-37-41,Finland,12496,9870,126.61
9/14/2024,14-37-41,France,37158,55695,66.72
9/14/2024,14-37-41,Germany,80645,67680,119.16
9/14/2024,14-37-41,Greece,3515,14805,23.74
9/14/2024,14-37-41,Hungary,8088,14805,54.63
9/14/2024,14-37-41,Ireland,6494,9165,70.86
9/14/2024,14-37-41,Italy,17589,53580,32.83
9/14/2024,14-37-41,Latvia,2136,5640,37.87
9/14/2024,14-37-41,Lithuania,4253,7755,54.84
9/14/2024,14-37-41,Luxembourg,689,4230,16.29
9/14/2024,14-37-41,Malta,423,4230,10
9/14/2024,14-37-41,Netherlands,22526,20445,110.18
9/14/2024,14-37-41,Poland,46779,36660,127.6
9/14/2024,14-37-41,Portugal,6695,14805,45.22
9/14/2024,14-37-41,Romania,10240,23265,44.01
9/14/2024,14-37-41,Slovakia,3865,9870,39.16
9/14/2024,14-37-41,Slovenia,1993,5640,35.34
9/14/2024,14-37-41,Spain,25956,41595,62.4
9/14/2024,14-37-41,Sweden,16572,14805,111.94
9/14/2024,14-37-41,Total number of signatories,354361,,
9/13/2024,16-20-53,Austria,8556,13395,63.87
9/13/2024,16-20-53,Belgium,10697,14805,72.25
9/13/2024,16-20-53,Bulgaria,3784,11985,31.57
9/13/2024,16-20-53,Croatia,3533,8460,41.76
9/13/2024,16-20-53,Cyprus,435,4230,10.28
9/13/2024,16-20-53,Czechia,6365,14805,42.99
9/13/2024,16-20-53,Denmark,10425,9870,105.62
9/13/2024,16-20-53,Estonia,2372,4935,48.06
9/13/2024,16-20-53,Finland,12478,9870,126.42
9/13/2024,16-20-53,France,37026,55695,66.48
9/13/2024,16-20-53,Germany,80487,67680,118.92
9/13/2024,16-20-53,Greece,3508,14805,23.69
9/13/2024,16-20-53,Hungary,8057,14805,54.42
9/13/2024,16-20-53,Ireland,6490,9165,70.81
9/13/2024,16-20-53,Italy,17526,53580,32.71
9/13/2024,16-20-53,Latvia,2132,5640,37.8
9/13/2024,16-20-53,Lithuania,4251,7755,54.82
9/13/2024,16-20-53,Luxembourg,689,4230,16.29
9/13/2024,16-20-53,Malta,422,4230,9.98
9/13/2024,16-20-53,Netherlands,22490,20445,110
9/13/2024,16-20-53,Poland,46694,36660,127.37
9/13/2024,16-20-53,Portugal,6675,14805,45.09
9/13/2024,16-20-53,Romania,10223,23265,43.94
9/13/2024,16-20-53,Slovakia,3850,9870,39.01
9/13/2024,16-20-53,Slovenia,1987,5640,35.23
9/13/2024,16-20-53,Spain,25878,41595,62.21
9/13/2024,16-20-53,Sweden,16552,14805,111.8
9/13/2024,16-20-53,Total number of signatories,353582,,
9/15/2024,21-41-04,Austria,8594,13395,64.16
9/15/2024,21-41-04,Belgium,10748,14805,72.6
9/15/2024,21-41-04,Bulgaria,3793,11985,31.65
9/15/2024,21-41-04,Croatia,3543,8460,41.88
9/15/2024,21-41-04,Cyprus,435,4230,10.28
9/15/2024,21-41-04,Czechia,6382,14805,43.11
9/15/2024,21-41-04,Denmark,10447,9870,105.85
9/15/2024,21-41-04,Estonia,2376,4935,48.15
9/15/2024,21-41-04,Finland,12516,9870,126.81
9/15/2024,21-41-04,France,37270,55695,66.92
9/15/2024,21-41-04,Germany,80839,67680,119.44
9/15/2024,21-41-04,Greece,3524,14805,23.8
9/15/2024,21-41-04,Hungary,8107,14805,54.76
9/15/2024,21-41-04,Ireland,6505,9165,70.98
9/15/2024,21-41-04,Italy,17631,53580,32.91
9/15/2024,21-41-04,Latvia,2139,5640,37.93
9/15/2024,21-41-04,Lithuania,4260,7755,54.93
9/15/2024,21-41-04,Luxembourg,690,4230,16.31
9/15/2024,21-41-04,Malta,425,4230,10.05
9/15/2024,21-41-04,Netherlands,22546,20445,110.28
9/15/2024,21-41-04,Poland,46834,36660,127.75
9/15/2024,21-41-04,Portugal,6703,14805,45.28
9/15/2024,21-41-04,Romania,10252,23265,44.07
9/15/2024,21-41-04,Slovakia,3880,9870,39.31
9/15/2024,21-41-04,Slovenia,1994,5640,35.35
9/15/2024,21-41-04,Spain,26015,41595,62.54
9/15/2024,21-41-04,Sweden,16586,14805,112.03
9/15/2024,21-41-04,Total number of signatories,355034,,
9/15/2024,21-45-48,Austria,8594,13395,64.16
9/15/2024,21-45-48,Belgium,10748,14805,72.6
9/15/2024,21-45-48,Bulgaria,3793,11985,31.65
9/15/2024,21-45-48,Croatia,3543,8460,41.88
9/15/2024,21-45-48,Cyprus,435,4230,10.28
9/15/2024,21-45-48,Czechia,6382,14805,43.11
9/15/2024,21-45-48,Denmark,10447,9870,105.85
9/15/2024,21-45-48,Estonia,2376,4935,48.15
9/15/2024,21-45-48,Finland,12516,9870,126.81
9/15/2024,21-45-48,France,37270,55695,66.92
9/15/2024,21-45-48,Germany,80839,67680,119.44
9/15/2024,21-45-48,Greece,3524,14805,23.8
9/15/2024,21-45-48,Hungary,8107,14805,54.76
9/15/2024,21-45-48,Ireland,6505,9165,70.98
9/15/2024,21-45-48,Italy,17631,53580,32.91
9/15/2024,21-45-48,Latvia,2139,5640,37.93
9/15/2024,21-45-48,Lithuania,4260,7755,54.93
9/15/2024,21-45-48,Luxembourg,690,4230,16.31
9/15/2024,21-45-48,Malta,425,4230,10.05
9/15/2024,21-45-48,Netherlands,22546,20445,110.28
9/15/2024,21-45-48,Poland,46834,36660,127.75
9/15/2024,21-45-48,Portugal,6703,14805,45.28
9/15/2024,21-45-48,Romania,10252,23265,44.07
9/15/2024,21-45-48,Slovakia,3880,9870,39.31
9/15/2024,21-45-48,Slovenia,1994,5640,35.35
9/15/2024,21-45-48,Spain,26015,41595,62.54
9/15/2024,21-45-48,Sweden,16586,14805,112.03
9/15/2024,21-45-48,Total number of signatories,355034,,
9/16/2024,14-27-48,Austria,8607,13395,64.26
9/16/2024,14-27-48,Belgium,10763,14805,72.7
9/16/2024,14-27-48,Bulgaria,3796,11985,31.67
9/16/2024,14-27-48,Croatia,3549,8460,41.95
9/16/2024,14-27-48,Cyprus,436,4230,10.31
9/16/2024,14-27-48,Czechia,6388,14805,43.15
9/16/2024,14-27-48,Denmark,10455,9870,105.93
9/16/2024,14-27-48,Estonia,2383,4935,48.29
9/16/2024,14-27-48,Finland,12526,9870,126.91
9/16/2024,14-27-48,France,37376,55695,67.11
9/16/2024,14-27-48,Germany,81027,67680,119.72
9/16/2024,14-27-48,Greece,3529,14805,23.84
9/16/2024,14-27-48,Hungary,8122,14805,54.86
9/16/2024,14-27-48,Ireland,6512,9165,71.05
9/16/2024,14-27-48,Italy,17682,53580,33
9/16/2024,14-27-48,Latvia,2152,5640,38.16
9/16/2024,14-27-48,Lithuania,4266,7755,55.01
9/16/2024,14-27-48,Luxembourg,691,4230,16.34
9/16/2024,14-27-48,Malta,426,4230,10.07
9/16/2024,14-27-48,Netherlands,22577,20445,110.43
9/16/2024,14-27-48,Poland,46917,36660,127.98
9/16/2024,14-27-48,Portugal,6707,14805,45.3
9/16/2024,14-27-48,Romania,10274,23265,44.16
9/16/2024,14-27-48,Slovakia,3884,9870,39.35
9/16/2024,14-27-48,Slovenia,1998,5640,35.43
9/16/2024,14-27-48,Spain,26057,41595,62.64
9/16/2024,14-27-48,Sweden,16600,14805,112.12
9/16/2024,14-27-48,Total number of signatories,355700,,
9/11/2024,22-10-29,Austria,8447,13395,63.06
9/11/2024,22-10-29,Belgium,10549,14805,71.25
9/11/2024,22-10-29,Bulgaria,3769,11985,31.45
9/11/2024,22-10-29,Croatia,3515,8460,41.55
9/11/2024,22-10-29,Cyprus,432,4230,10.21
