capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage
8/22/2024,19-13-22,Germany,70110,67680,103.59
8/22/2024,19-13-22,Greece,3060,14805,20.67
8/22/2024,19-13-22,Hungary,7280,14805,49.17
8/22/2024,19-13-22,Ireland,5839,9165,63.71
8/22/2024,19-13-22,Italy,10818,53580,20.19
8/22/2024,19-13-22,Latvia,1920,5640,34.04
8/22/2024,19-13-22,Lithuania,3640,7755,46.94
8/22/2024,19-13-22,Luxembourg,555,4230,13.12
8/22/2024,19-13-22,Malta,398,4230,9.41
8/22/2024,19-13-22,Netherlands,18971,20445,92.79
8/22/2024,19-13-22,Poland,43238,36660,117.94
8/22/2024,19-13-22,Portugal,5896,14805,39.82
8/22/2024,19-13-22,Romania,9572,23265,41.14
8/22/2024,19-13-22,Slovakia,3433,9870,34.78
8/22/2024,19-13-22,Slovenia,1847,5640,32.75
8/22/2024,19-13-22,Spain,20431,41595,49.12
8/22/2024,19-13-22,Sweden,15698,14805,106.03
8/22/2024,19-13-22,Total number of signatories,300562,,
8/22/2024,14-37-21,Austria,6480,13395,48.38
8/22/2024,14-37-21,Belgium,8609,14805,58.15
8/22/2024,14-37-21,Bulgaria,3422,11985,28.55
8/22/2024,14-37-21,Croatia,3071,8460,36.3
8/22/2024,14-37-21,Cyprus,403,4230,9.53
8/22/2024,14-37-21,Czechia,5955,14805,40.22
8/22/2024,14-37-21,Denmark,9308,9870,94.31
8/22/2024,14-37-21,Estonia,2198,4935,44.54
8/22/2024,14-37-21,Finland,11837,9870,119.93
8/22/2024,14-37-21,France,26573,55695,47.71
8/22/2024,14-37-21,Germany,70110,67680,103.59
8/22/2024,14-37-21,Greece,3060,14805,20.67
8/22/2024,14-37-21,Hungary,7280,14805,49.17
8/22/2024,14-37-21,Ireland,5839,9165,63.71
8/22/2024,14-37-21,Italy,10818,53580,20.19
8/22/2024,14-37-21,Latvia,1920,5640,34.04
8/22/2024,14-37-21,Lithuania,3640,7755,46.94
8/22/2024,14-37-21,Luxembourg,555,4230,13.12
8/22/2024,14-37-21,Malta,398,4230,9.41
8/22/2024,14-37-21,Netherlands,18971,20445,92.79
8/22/2024,14-37-21,Poland,43238,36660,117.94
8/22/2024,14-37-21,Portugal,5896,14805,39.82
8/22/2024,14-37-21,Romania,9572,23265,41.14
8/22/2024,14-37-21,Slovakia,3433,9870,34.78
8/22/2024,14-37-21,Slovenia,1847,5640,32.75
8/22/2024,14-37-21,Spain,20431,41595,49.12
8/22/2024,14-37-21,Sweden,15698,14805,106.03
8/22/2024,14-37-21,Total number of signatories,300562,,
8/22/2024,21-01-05,Austria,6480,13395,48.38
8/22/2024,21-01-05,Belgium,8609,14805,58.15
8/22/2024,21-01-05,Bulgaria,3422,11985,28.55
8/22/2024,21-01-05,Croatia,3071,8460,36.3
8/22/2024,21-01-05,Cyprus,403,4230,9.53
8/22/2024,21-01-05,Czechia,5955,14805,40.22
8/22/2024,21-01-05,Denmark,9308,9870,94.31
8/22/2024,21-01-05,Estonia,2198,4935,44.54
8/22/2024,21-01-05,Finland,11837,9870,119.93
8/22/2024,21-01-05,France,26573,55695,47.71
8/22/2024,21-01-05,Germany,70110,67680,103.59
8/22/2024,21-01-05,Greece,3060,14805,20.67
8/22/2024,21-01-05,Hungary,7280,14805,49.17
8/22/2024,21-01-05,Ireland,5839,9165,63.71
8/22/2024,21-01-05,Italy,10818,53580,20.19
8/22/2024,21-01-05,Latvia,1920,5640,34.04
8/22/2024,21-01-05,Lithuania,3640,7755,46.94
8/22/2024,21-01-05,Luxembourg,555,4230,13.12
8/22/2024,21-01-05,Malta,398,4230,9.41
8/22/2024,21-01-05,Netherlands,18971,20445,92.79
8/22/2024,21-01-05,Poland,43238,36660,117.94
8/22/2024,21-01-05,Portugal,5896,14805,39.82
8/22/2024,21-01-05,Romania,9572,23265,41.14
8/22/2024,21-01-05,Slovakia,3433,9870,34.78
8/22/2024,21-01-05,Slovenia,1847,5640,32.75
8/22/2024,21-01-05,Spain,20431,41595,49.12
8/22/2024,21-01-05,Sweden,15698,14805,106.03
8/22/2024,21-01-05,Total number of signatories,300562,,
8/23/2024,19-27-29,Austria,7463,13395,55.71
8/23/2024,19-27-29,Belgium,8711,14805,58.84
8/23/2024,19-27-29,Bulgaria,3434,11985,28.65
8/23/2024,19-27-29,Croatia,3085,8460,36.47
8/23/2024,19-27-29,Cyprus,403,4230,9.53
8/23/2024,19-27-29,Czechia,6000,14805,40.53
8/23/2024,19-27-29,Denmark,9351,9870,94.74
8/23/2024,19-27-29,Estonia,2212,4935,44.82
8/23/2024,19-27-29,Finland,11869,9870,120.25
8/23/2024,19-27-29,France,28366,55695,50.93
8/23/2024,19-27-29,Germany,70800,67680,104.61
8/23/2024,19-27-29,Greece,3074,14805,20.76
8/23/2024,19-27-29,Hungary,7315,14805,49.41
8/23/2024,19-27-29,Ireland,5877,9165,64.12
8/23/2024,19-27-29,Italy,10900,53580,20.34
8/23/2024,19-27-29,Latvia,1925,5640,34.13
8/23/2024,19-27-29,Lithuania,3653,7755,47.11
8/23/2024,19-27-29,Luxembourg,558,4230,13.19
8/23/2024,19-27-29,Malta,399,4230,9.43
8/23/2024,19-27-29,Netherlands,19130,20445,93.57
8/23/2024,19-27-29,Poland,43431,36660,118.47
8/23/2024,19-27-29,Portugal,5931,14805,40.06
8/23/2024,19-27-29,Romania,9604,23265,41.28
8/23/2024,19-27-29,Slovakia,3453,9870,34.98
8/23/2024,19-27-29,Slovenia,1855,5640,32.89
8/23/2024,19-27-29,Spain,21986,41595,52.86
8/23/2024,19-27-29,Sweden,15757,14805,106.43
8/23/2024,19-27-29,Total number of signatories,306542,,
8/23/2024,5/14/1933,Austria,7463,13395,55.71
8/23/2024,5/14/1933,Belgium,8711,14805,58.84
8/23/2024,5/14/1933,Bulgaria,3434,11985,28.65
8/23/2024,5/14/1933,Croatia,3085,8460,36.47
8/23/2024,5/14/1933,Cyprus,403,4230,9.53
8/23/2024,5/14/1933,Czechia,6000,14805,40.53
8/23/2024,5/14/1933,Denmark,9351,9870,94.74
8/23/2024,5/14/1933,Estonia,2212,4935,44.82
8/23/2024,5/14/1933,Finland,11869,9870,120.25
8/23/2024,5/14/1933,France,28366,55695,50.93
8/23/2024,5/14/1933,Germany,70800,67680,104.61
8/23/2024,5/14/1933,Greece,3074,14805,20.76
8/23/2024,5/14/1933,Hungary,7315,14805,49.41
8/23/2024,5/14/1933,Ireland,5877,9165,64.12
8/23/2024,5/14/1933,Italy,10900,53580,20.34
8/23/2024,5/14/1933,Latvia,1925,5640,34.13
8/23/2024,5/14/1933,Lithuania,3653,7755,47.11
8/23/2024,5/14/1933,Luxembourg,558,4230,13.19
8/23/2024,5/14/1933,Malta,399,4230,9.43
8/23/2024,5/14/1933,Netherlands,19130,20445,93.57
8/23/2024,5/14/1933,Poland,43431,36660,118.47
8/23/2024,5/14/1933,Portugal,5931,14805,40.06
8/23/2024,5/14/1933,Romania,9604,23265,41.28
8/23/2024,5/14/1933,Slovakia,3453,9870,34.98
8/23/2024,5/14/1933,Slovenia,1855,5640,32.89
8/23/2024,5/14/1933,Spain,21986,41595,52.86
8/23/2024,5/14/1933,Sweden,15757,14805,106.43
8/23/2024,5/14/1933,Total number of signatories,306542,,
8/21/2024,19-10-32,Austria,6145,13395,45.88
8/21/2024,19-10-32,Belgium,8567,14805,57.87
8/21/2024,19-10-32,Bulgaria,3410,11985,28.45
8/21/2024,19-10-32,Croatia,3050,8460,36.05
8/21/2024,19-10-32,Cyprus,403,4230,9.53
8/21/2024,19-10-32,Czechia,5942,14805,40.14
8/21/2024,19-10-32,Denmark,9288,9870,94.1
8/21/2024,19-10-32,Estonia,2195,4935,44.48
8/21/2024,19-10-32,Finland,11819,9870,119.75
8/21/2024,19-10-32,France,25941,55695,46.58
8/21/2024,19-10-32,Germany,69510,67680,102.7
8/21/2024,19-10-32,Greece,3043,14805,20.55
8/21/2024,19-10-32,Hungary,7256,14805,49.01
8/21/2024,19-10-32,Ireland,5825,9165,63.56
8/21/2024,19-10-32,Italy,10750,53580,20.06
8/21/2024,19-10-32,Latvia,1911,5640,33.88
8/21/2024,19-10-32,Lithuania,3637,7755,46.9
8/21/2024,19-10-32,Luxembourg,553,4230,13.07
8/21/2024,19-10-32,Malta,394,4230,9.31
8/21/2024,19-10-32,Netherlands,18908,20445,92.48
8/21/2024,19-10-32,Poland,42987,36660,117.26
8/21/2024,19-10-32,Portugal,5878,14805,39.7
8/21/2024,19-10-32,Romania,9527,23265,40.95
8/21/2024,19-10-32,Slovakia,3411,9870,34.56
8/21/2024,19-10-32,Slovenia,1840,5640,32.62
8/21/2024,19-10-32,Spain,18935,41595,45.52
8/21/2024,19-10-32,Sweden,15666,14805,105.82
8/21/2024,19-10-32,Total number of signatories,296791,,
8/24/2024,10/24/1958,Austria,7570,13395,56.51
8/24/2024,10/24/1958,Belgium,8838,14805,59.7
8/24/2024,10/24/1958,Bulgaria,3448,11985,28.77
8/24/2024,10/24/1958,Croatia,3122,8460,36.9
8/24/2024,10/24/1958,Cyprus,406,4230,9.6
8/24/2024,10/24/1958,Czechia,6022,14805,40.68
8/24/2024,10/24/1958,Denmark,9393,9870,95.17
8/24/2024,10/24/1958,Estonia,2221,4935,45.01
8/24/2024,10/24/1958,Finland,11905,9870,120.62
8/24/2024,10/24/1958,France,31137,55695,55.91
8/24/2024,10/24/1958,Germany,71323,67680,105.38
8/24/2024,10/24/1958,Greece,3086,14805,20.84
8/24/2024,10/24/1958,Hungary,7342,14805,49.59
8/24/2024,10/24/1958,Ireland,5918,9165,64.57
8/24/2024,10/24/1958,Italy,10970,53580,20.47
8/24/2024,10/24/1958,Latvia,1939,5640,34.38
8/24/2024,10/24/1958,Lithuania,3668,7755,47.3
8/24/2024,10/24/1958,Luxembourg,564,4230,13.33
8/24/2024,10/24/1958,Malta,399,4230,9.43
8/24/2024,10/24/1958,Netherlands,19194,20445,93.88
8/24/2024,10/24/1958,Poland,43590,36660,118.9
8/24/2024,10/24/1958,Portugal,5963,14805,40.28
8/24/2024,10/24/1958,Romania,9637,23265,41.42
8/24/2024,10/24/1958,Slovakia,3482,9870,35.28
8/24/2024,10/24/1958,Slovenia,1859,5640,32.96
8/24/2024,10/24/1958,Spain,22522,41595,54.15
8/24/2024,10/24/1958,Sweden,15791,14805,106.66
8/24/2024,10/24/1958,Total number of signatories,311309,,
8/24/2024,13-58-06,Austria,7570,13395,56.51
8/24/2024,13-58-06,Belgium,8838,14805,59.7
8/24/2024,13-58-06,Bulgaria,3448,11985,28.77
8/24/2024,13-58-06,Croatia,3122,8460,36.9
8/24/2024,13-58-06,Cyprus,406,4230,9.6
8/24/2024,13-58-06,Czechia,6022,14805,40.68
8/24/2024,13-58-06,Denmark,9393,9870,95.17
8/24/2024,13-58-06,Estonia,2221,4935,45.01
8/24/2024,13-58-06,Finland,11905,9870,120.62
8/24/2024,13-58-06,France,31137,55695,55.91
8/24/2024,13-58-06,Germany,71323,67680,105.38
8/24/2024,13-58-06,Greece,3086,14805,20.84
8/24/2024,13-58-06,Hungary,7342,14805,49.59
8/24/2024,13-58-06,Ireland,5918,9165,64.57
8/24/2024,13-58-06,Italy,10970,53580,20.47
8/24/2024,13-58-06,Latvia,1939,5640,34.38
8/24/2024,13-58-06,Lithuania,3668,7755,47.3
8/24/2024,13-58-06,Luxembourg,564,4230,13.33
8/24/2024,13-58-06,Malta,399,4230,9.43
8/24/2024,13-58-06,Netherlands,19194,20445,93.88
8/24/2024,13-58-06,Poland,43590,36660,118.9
8/24/2024,13-58-06,Portugal,5963,14805,40.28
8/24/2024,13-58-06,Romania,9637,23265,41.42
8/24/2024,13-58-06,Slovakia,3482,9870,35.28
8/24/2024,13-58-06,Slovenia,1859,5640,32.96
8/24/2024,13-58-06,Spain,22522,41595,54.15
8/24/2024,13-58-06,Sweden,15791,14805,106.66
8/24/2024,13-58-06,Total number of signatories,311309,,
8/25/2024,9/1/1941,Austria,7612,13395,56.83
8/25/2024,9/1/1941,Belgium,8900,14805,60.11
8/25/2024,9/1/1941,Bulgaria,3455,11985,28.83
8/25/2024,9/1/1941,Croatia,3134,8460,37.04
8/25/2024,9/1/1941,Cyprus,406,4230,9.6
8/25/2024,9/1/1941,Czechia,6033,14805,40.75
8/25/2024,9/1/1941,Denmark,9422,9870,95.46
8/25/2024,9/1/1941,Estonia,2226,4935,45.11
8/25/2024,9/1/1941,Finland,11934,9870,120.91
8/25/2024,9/1/1941,France,32359,55695,58.1
8/25/2024,9/1/1941,Germany,71627,67680,105.83
8/25/2024,9/1/1941,Greece,3098,14805,20.93
8/25/2024,9/1/1941,Hungary,7360,14805,49.71
8/25/2024,9/1/1941,Ireland,5935,9165,64.76
8/25/2024,9/1/1941,Italy,12801,53580,23.89
8/25/2024,9/1/1941,Latvia,1946,5640,34.5
8/25/2024,9/1/1941,Lithuania,3670,7755,47.32
8/25/2024,9/1/1941,Luxembourg,567,4230,13.4
8/25/2024,9/1/1941,Malta,402,4230,9.5
8/25/2024,9/1/1941,Netherlands,19244,20445,94.13
8/25/2024,9/1/1941,Poland,43725,36660,119.27
8/25/2024,9/1/1941,Portugal,5980,14805,40.39
8/25/2024,9/1/1941,Romania,9657,23265,41.51
8/25/2024,9/1/1941,Slovakia,3495,9870,35.41
8/25/2024,9/1/1941,Slovenia,1862,5640,33.01
8/25/2024,9/1/1941,Spain,22828,41595,54.88
8/25/2024,9/1/1941,Sweden,15818,14805,106.84
8/25/2024,9/1/1941,Total number of signatories,315496,,
8/25/2024,17-13-07,Austria,7612,13395,56.83
8/25/2024,17-13-07,Belgium,8900,14805,60.11
8/25/2024,17-13-07,Bulgaria,3455,11985,28.83
8/25/2024,17-13-07,Croatia,3134,8460,37.04
8/25/2024,17-13-07,Cyprus,406,4230,9.6
8/25/2024,17-13-07,Czechia,6033,14805,40.75
8/25/2024,17-13-07,Denmark,9422,9870,95.46
8/25/2024,17-13-07,Estonia,2226,4935,45.11
8/25/2024,17-13-07,Finland,11934,9870,120.91
8/25/2024,17-13-07,France,32359,55695,58.1
8/25/2024,17-13-07,Germany,71627,67680,105.83
8/25/2024,17-13-07,Greece,3098,14805,20.93
8/25/2024,17-13-07,Hungary,7360,14805,49.71
8/25/2024,17-13-07,Ireland,5935,9165,64.76
8/25/2024,17-13-07,Italy,12801,53580,23.89
8/25/2024,17-13-07,Latvia,1946,5640,34.5
8/25/2024,17-13-07,Lithuania,3670,7755,47.32
8/25/2024,17-13-07,Luxembourg,567,4230,13.4
8/25/2024,17-13-07,Malta,402,4230,9.5
8/25/2024,17-13-07,Netherlands,19244,20445,94.13
8/25/2024,17-13-07,Poland,43725,36660,119.27
8/25/2024,17-13-07,Portugal,5980,14805,40.39
8/25/2024,17-13-07,Romania,9657,23265,41.51
8/25/2024,17-13-07,Slovakia,3495,9870,35.41
8/25/2024,17-13-07,Slovenia,1862,5640,33.01
8/25/2024,17-13-07,Spain,22828,41595,54.88
8/25/2024,17-13-07,Sweden,15818,14805,106.84
8/25/2024,17-13-07,Total number of signatories,315496,,
8/27/2024,17-44-02,Austria,7803,13395,58.25
8/27/2024,17-44-02,Belgium,8967,14805,60.57
8/27/2024,17-44-02,Bulgaria,3477,11985,29.01
8/27/2024,17-44-02,Croatia,3151,8460,37.25
8/27/2024,17-44-02,Cyprus,407,4230,9.62
8/27/2024,17-44-02,Czechia,6064,14805,40.96
8/27/2024,17-44-02,Denmark,9475,9870,96
8/27/2024,17-44-02,Estonia,2234,4935,45.27
8/27/2024,17-44-02,Finland,11974,9870,121.32
8/27/2024,17-44-02,France,33511,55695,60.17
8/27/2024,17-44-02,Germany,74521,67680,110.11
8/27/2024,17-44-02,Greece,3118,14805,21.06
8/27/2024,17-44-02,Hungary,7408,14805,50.04
8/27/2024,17-44-02,Ireland,5976,9165,65.2
8/27/2024,17-44-02,Italy,14243,53580,26.58
8/27/2024,17-44-02,Latvia,1955,5640,34.66
8/27/2024,17-44-02,Lithuania,3684,7755,47.5
8/27/2024,17-44-02,Luxembourg,577,4230,13.64
8/27/2024,17-44-02,Malta,404,4230,9.55
8/27/2024,17-44-02,Netherlands,19349,20445,94.64
8/27/2024,17-44-02,Poland,44001,36660,120.02
8/27/2024,17-44-02,Portugal,6018,14805,40.65
8/27/2024,17-44-02,Romania,9707,23265,41.72
8/27/2024,17-44-02,Slovakia,3512,9870,35.58
8/27/2024,17-44-02,Slovenia,1874,5640,33.23
8/27/2024,17-44-02,Spain,23313,41595,56.05
8/27/2024,17-44-02,Sweden,15871,14805,107.2
8/27/2024,17-44-02,Total number of signatories,322594,,
8/27/2024,16-28-28,Austria,7803,13395,58.25
8/27/2024,16-28-28,Belgium,8967,14805,60.57
8/27/2024,16-28-28,Bulgaria,3477,11985,29.01
8/27/2024,16-28-28,Croatia,3151,8460,37.25
8/27/2024,16-28-28,Cyprus,407,4230,9.62
8/27/2024,16-28-28,Czechia,6064,14805,40.96
8/27/2024,16-28-28,Denmark,9475,9870,96
8/27/2024,16-28-28,Estonia,2234,4935,45.27
8/27/2024,16-28-28,Finland,11974,9870,121.32
8/27/2024,16-28-28,France,33511,55695,60.17
8/27/2024,16-28-28,Germany,74521,67680,110.11
8/27/2024,16-28-28,Greece,3118,14805,21.06
8/27/2024,16-28-28,Hungary,7408,14805,50.04
8/27/2024,16-28-28,Ireland,5976,9165,65.2
8/27/2024,16-28-28,Italy,14243,53580,26.58
8/27/2024,16-28-28,Latvia,1955,5640,34.66
8/27/2024,16-28-28,Lithuania,3684,7755,47.5
8/27/2024,16-28-28,Luxembourg,577,4230,13.64
8/27/2024,16-28-28,Malta,404,4230,9.55
8/27/2024,16-28-28,Netherlands,19349,20445,94.64
8/27/2024,16-28-28,Poland,44001,36660,120.02
8/27/2024,16-28-28,Portugal,6018,14805,40.65
8/27/2024,16-28-28,Romania,9707,23265,41.72
8/27/2024,16-28-28,Slovakia,3512,9870,35.58
8/27/2024,16-28-28,Slovenia,1874,5640,33.23
8/27/2024,16-28-28,Spain,23313,41595,56.05
8/27/2024,16-28-28,Sweden,15871,14805,107.2
8/27/2024,16-28-28,Total number of signatories,322594,,
8/28/2024,10/6/1947,Austria,7900,13395,58.98
8/28/2024,10/6/1947,Belgium,8997,14805,60.77
8/28/2024,10/6/1947,Bulgaria,3485,11985,29.08
8/28/2024,10/6/1947,Croatia,3160,8460,37.35
8/28/2024,10/6/1947,Cyprus,407,4230,9.62
8/28/2024,10/6/1947,Czechia,6074,14805,41.03
8/28/2024,10/6/1947,Denmark,9505,9870,96.3
8/28/2024,10/6/1947,Estonia,2242,4935,45.43
8/28/2024,10/6/1947,Finland,12011,9870,121.69
8/28/2024,10/6/1947,France,33727,55695,60.56
8/28/2024,10/6/1947,Germany,74979,67680,110.78
8/28/2024,10/6/1947,Greece,3130,14805,21.14
8/28/2024,10/6/1947,Hungary,7426,14805,50.16
8/28/2024,10/6/1947,Ireland,6007,9165,65.54
8/28/2024,10/6/1947,Italy,14637,53580,27.32
8/28/2024,10/6/1947,Latvia,1958,5640,34.72
8/28/2024,10/6/1947,Lithuania,3693,7755,47.62
8/28/2024,10/6/1947,Luxembourg,600,4230,14.18
8/28/2024,10/6/1947,Malta,405,4230,9.57
8/28/2024,10/6/1947,Netherlands,19406,20445,94.92
8/28/2024,10/6/1947,Poland,44105,36660,120.31
8/28/2024,10/6/1947,Portugal,6035,14805,40.76
8/28/2024,10/6/1947,Romania,9728,23265,41.81
8/28/2024,10/6/1947,Slovakia,3525,9870,35.71
8/28/2024,10/6/1947,Slovenia,1878,5640,33.3
8/28/2024,10/6/1947,Spain,23547,41595,56.61
8/28/2024,10/6/1947,Sweden,15910,14805,107.46
8/28/2024,10/6/1947,Total number of signatories,324477,,
8/28/2024,13-14-48,Austria,7900,13395,58.98
8/28/2024,13-14-48,Belgium,8997,14805,60.77
8/28/2024,13-14-48,Bulgaria,3485,11985,29.08
8/28/2024,13-14-48,Croatia,3160,8460,37.35
8/28/2024,13-14-48,Cyprus,407,4230,9.62
8/28/2024,13-14-48,Czechia,6074,14805,41.03
8/28/2024,13-14-48,Denmark,9505,9870,96.3
8/28/2024,13-14-48,Estonia,2242,4935,45.43
8/28/2024,13-14-48,Finland,12011,9870,121.69
8/28/2024,13-14-48,France,33727,55695,60.56
8/28/2024,13-14-48,Germany,74979,67680,110.78
8/28/2024,13-14-48,Greece,3130,14805,21.14
8/28/2024,13-14-48,Hungary,7426,14805,50.16
8/28/2024,13-14-48,Ireland,6007,9165,65.54
8/28/2024,13-14-48,Italy,14637,53580,27.32
8/28/2024,13-14-48,Latvia,1958,5640,34.72
8/28/2024,13-14-48,Lithuania,3693,7755,47.62
8/28/2024,13-14-48,Luxembourg,600,4230,14.18
8/28/2024,13-14-48,Malta,405,4230,9.57
8/28/2024,13-14-48,Netherlands,19406,20445,94.92
8/28/2024,13-14-48,Poland,44105,36660,120.31
8/28/2024,13-14-48,Portugal,6035,14805,40.76
8/28/2024,13-14-48,Romania,9728,23265,41.81
8/28/2024,13-14-48,Slovakia,3525,9870,35.71
8/28/2024,13-14-48,Slovenia,1878,5640,33.3
8/28/2024,13-14-48,Spain,23547,41595,56.61
8/28/2024,13-14-48,Sweden,15910,14805,107.46
8/28/2024,13-14-48,Total number of signatories,324477,,
8/26/2024,13-40-28,Austria,7742,13395,57.8
8/26/2024,13-40-28,Belgium,8938,14805,60.37
8/26/2024,13-40-28,Bulgaria,3464,11985,28.9
8/26/2024,13-40-28,Croatia,3143,8460,37.15
8/26/2024,13-40-28,Cyprus,407,4230,9.62
8/26/2024,13-40-28,Czechia,6051,14805,40.87
8/26/2024,13-40-28,Denmark,9453,9870,95.78
8/26/2024,13-40-28,Estonia,2232,4935,45.23
8/26/2024,13-40-28,Finland,11955,9870,121.12
8/26/2024,13-40-28,France,33058,55695,59.36
8/26/2024,13-40-28,Germany,73714,67680,108.92
8/26/2024,13-40-28,Greece,3107,14805,20.99
8/26/2024,13-40-28,Hungary,7389,14805,49.91
8/26/2024,13-40-28,Ireland,5951,9165,64.93
8/26/2024,13-40-28,Italy,13646,53580,25.47
8/26/2024,13-40-28,Latvia,1951,5640,34.59
8/26/2024,13-40-28,Lithuania,3679,7755,47.44
8/26/2024,13-40-28,Luxembourg,571,4230,13.5
8/26/2024,13-40-28,Malta,402,4230,9.5
8/26/2024,13-40-28,Netherlands,19304,20445,94.42
8/26/2024,13-40-28,Poland,43854,36660,119.62
8/26/2024,13-40-28,Portugal,6000,14805,40.53
8/26/2024,13-40-28,Romania,9684,23265,41.62
8/26/2024,13-40-28,Slovakia,3504,9870,35.5
8/26/2024,13-40-28,Slovenia,1869,5640,33.14
8/26/2024,13-40-28,Spain,23098,41595,55.53
8/26/2024,13-40-28,Sweden,15838,14805,106.98
8/26/2024,13-40-28,Total number of signatories,320004,,
8/31/2024,18-39-14,Austria,8034,13395,59.98
8/31/2024,18-39-14,Belgium,9094,14805,61.43
8/31/2024,18-39-14,Bulgaria,3545,11985,29.58
8/31/2024,18-39-14,Croatia,3183,8460,37.62
8/31/2024,18-39-14,Cyprus,408,4230,9.65
8/31/2024,18-39-14,Czechia,6124,14805,41.36
8/31/2024,18-39-14,Denmark,9580,9870,97.06
8/31/2024,18-39-14,Estonia,2264,4935,45.88
8/31/2024,18-39-14,Finland,12100,9870,122.59
8/31/2024,18-39-14,France,34589,55695,62.1
8/31/2024,18-39-14,Germany,75761,67680,111.94
8/31/2024,18-39-14,Greece,3173,14805,21.43
8/31/2024,18-39-14,Hungary,7491,14805,50.6
8/31/2024,18-39-14,Ireland,6075,9165,66.28
8/31/2024,18-39-14,Italy,15283,53580,28.52
8/31/2024,18-39-14,Latvia,1969,5640,34.91
8/31/2024,18-39-14,Lithuania,3717,7755,47.93
8/31/2024,18-39-14,Luxembourg,623,4230,14.73
8/31/2024,18-39-14,Malta,410,4230,9.69
8/31/2024,18-39-14,Netherlands,19575,20445,95.74
8/31/2024,18-39-14,Poland,44770,36660,122.12
8/31/2024,18-39-14,Portugal,6104,14805,41.23
8/31/2024,18-39-14,Romania,9803,23265,42.14
8/31/2024,18-39-14,Slovakia,3547,9870,35.94
8/31/2024,18-39-14,Slovenia,1893,5640,33.56
8/31/2024,18-39-14,Spain,24149,41595,58.06
8/31/2024,18-39-14,Sweden,16007,14805,108.12
8/31/2024,18-39-14,Total number of signatories,329271,,
8/29/2024,16-33-13,Austria,7964,13395,59.46
8/29/2024,16-33-13,Belgium,9041,14805,61.07
8/29/2024,16-33-13,Bulgaria,3501,11985,29.21
8/29/2024,16-33-13,Croatia,3169,8460,37.46
8/29/2024,16-33-13,Cyprus,408,4230,9.65
8/29/2024,16-33-13,Czechia,6089,14805,41.13
8/29/2024,16-33-13,Denmark,9529,9870,96.55
8/29/2024,16-33-13,Estonia,2252,4935,45.63
8/29/2024,16-33-13,Finland,12042,9870,122.01
8/29/2024,16-33-13,France,34193,55695,61.39
8/29/2024,16-33-13,Germany,75329,67680,111.3
8/29/2024,16-33-13,Greece,3146,14805,21.25
8/29/2024,16-33-13,Hungary,7450,14805,50.32
8/29/2024,16-33-13,Ireland,6027,9165,65.76
8/29/2024,16-33-13,Italy,14864,53580,27.74
8/29/2024,16-33-13,Latvia,1961,5640,34.77
8/29/2024,16-33-13,Lithuania,3702,7755,47.74
8/29/2024,16-33-13,Luxembourg,616,4230,14.56
8/29/2024,16-33-13,Malta,409,4230,9.67
8/29/2024,16-33-13,Netherlands,19461,20445,95.19
8/29/2024,16-33-13,Poland,44478,36660,121.33
8/29/2024,16-33-13,Portugal,6052,14805,40.88
8/29/2024,16-33-13,Romania,9746,23265,41.89
8/29/2024,16-33-13,Slovakia,3534,9870,35.81
8/29/2024,16-33-13,Slovenia,1883,5640,33.39
8/29/2024,16-33-13,Spain,23749,41595,57.1
8/29/2024,16-33-13,Sweden,15938,14805,107.65
8/29/2024,16-33-13,Total number of signatories,326533,,
9/1/2024,09-44-30,Austria,8054,13395,60.13
9/1/2024,09-44-30,Belgium,9107,14805,61.51
9/1/2024,09-44-30,Bulgaria,3551,11985,29.63
9/1/2024,09-44-30,Croatia,3189,8460,37.7
9/1/2024,09-44-30,Cyprus,408,4230,9.65
9/1/2024,09-44-30,Czechia,6134,14805,41.43
9/1/2024,09-44-30,Denmark,9601,9870,97.27
9/1/2024,09-44-30,Estonia,2267,4935,45.94
9/1/2024,09-44-30,Finland,12126,9870,122.86
9/1/2024,09-44-30,France,34720,55695,62.34
9/1/2024,09-44-30,Germany,75962,67680,112.24
9/1/2024,09-44-30,Greece,3187,14805,21.53
9/1/2024,09-44-30,Hungary,7627,14805,51.52
9/1/2024,09-44-30,Ireland,6092,9165,66.47
9/1/2024,09-44-30,Italy,15421,53580,28.78
9/1/2024,09-44-30,Latvia,1970,5640,34.93
9/1/2024,09-44-30,Lithuania,3726,7755,48.05
9/1/2024,09-44-30,Luxembourg,625,4230,14.78
9/1/2024,09-44-30,Malta,410,4230,9.69
9/1/2024,09-44-30,Netherlands,19618,20445,95.96
9/1/2024,09-44-30,Poland,44826,36660,122.27
9/1/2024,09-44-30,Portugal,6116,14805,41.31
9/1/2024,09-44-30,Romania,9827,23265,42.24
9/1/2024,09-44-30,Slovakia,3558,9870,36.05
9/1/2024,09-44-30,Slovenia,1898,5640,33.65
9/1/2024,09-44-30,Spain,24291,41595,58.4
9/1/2024,09-44-30,Sweden,16029,14805,108.27
9/1/2024,09-44-30,Total number of signatories,330340,,
9/2/2024,15-38-31,Austria,8089,13395,60.39
9/2/2024,15-38-31,Belgium,9134,14805,61.7
9/2/2024,15-38-31,Bulgaria,3565,11985,29.75
9/2/2024,15-38-31,Croatia,3200,8460,37.83
9/2/2024,15-38-31,Cyprus,411,4230,9.72
