capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage
2025-07-04,17:15:28,Estonia,8252,4935.0,167.21
2025-07-04,17:15:28,Finland,50291,9870.0,509.53
2025-07-04,17:15:28,France,119887,55695.0,215.26
2025-07-04,17:15:28,Germany,242683,67680.0,358.57
2025-07-04,17:15:28,Greece,17475,14805.0,118.03
2025-07-04,17:15:28,Hungary,22512,14805.0,152.06
2025-07-04,17:15:28,Ireland,31328,9165.0,341.82
2025-07-04,17:15:28,Italy,64389,53580.0,120.17
2025-07-04,17:15:28,Latvia,6982,5640.0,123.79
2025-07-04,17:15:28,Lithuania,12743,7755.0,164.32
2025-07-04,17:15:28,Luxembourg,2380,4230.0,56.26
2025-07-04,17:15:28,Malta,1750,4230.0,41.37
2025-07-04,17:15:28,Netherlands,75543,20445.0,369.49
2025-07-04,17:15:28,Poland,125780,36660.0,343.1
2025-07-04,17:15:28,Portugal,27350,14805.0,184.73
2025-07-04,17:15:28,Romania,32117,23265.0,138.05
2025-07-04,17:15:28,Slovakia,15818,9870.0,160.26
2025-07-04,17:15:28,Slovenia,6057,5640.0,107.39
2025-07-04,17:15:28,Spain,99950,41595.0,240.29
2025-07-04,17:15:28,Sweden,59977,14805.0,405.11
2025-07-04,17:15:28,Total number of signatories,1145975,,
2025-07-05,10:49:00,Austria,18478,13395.0,137.95
2025-07-05,10:49:00,Belgium,26004,14805.0,175.64
2025-07-05,10:49:00,Bulgaria,12236,11985.0,102.09
2025-07-05,10:49:00,Croatia,12527,8460.0,148.07
2025-07-05,10:49:00,Cyprus,1890,4230.0,44.68
2025-07-05,10:49:00,Czechia,19706,14805.0,133.1
2025-07-05,10:49:00,Denmark,31870,9870.0,322.9
2025-07-05,10:49:00,Estonia,8252,4935.0,167.21
2025-07-05,10:49:00,Finland,50291,9870.0,509.53
2025-07-05,10:49:00,France,119887,55695.0,215.26
2025-07-05,10:49:00,Germany,242683,67680.0,358.57
2025-07-05,10:49:00,Greece,17475,14805.0,118.03
2025-07-05,10:49:00,Hungary,22512,14805.0,152.06
2025-07-05,10:49:00,Ireland,31328,9165.0,341.82
2025-07-05,10:49:00,Italy,64389,53580.0,120.17
2025-07-05,10:49:00,Latvia,6982,5640.0,123.79
2025-07-05,10:49:00,Lithuania,12743,7755.0,164.32
2025-07-05,10:49:00,Luxembourg,2380,4230.0,56.26
2025-07-05,10:49:00,Malta,1750,4230.0,41.37
2025-07-05,10:49:00,Netherlands,75543,20445.0,369.49
2025-07-05,10:49:00,Poland,125780,36660.0,343.1
2025-07-05,10:49:00,Portugal,27350,14805.0,184.73
2025-07-05,10:49:00,Romania,32117,23265.0,138.05
2025-07-05,10:49:00,Slovakia,15818,9870.0,160.26
2025-07-05,10:49:00,Slovenia,6057,5640.0,107.39
2025-07-05,10:49:00,Spain,99950,41595.0,240.29
2025-07-05,10:49:00,Sweden,59977,14805.0,405.11
2025-07-05,10:49:00,Total number of signatories,1145975,,
